"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"2018.788",9.38471424336766,9.09031458598652,9.67911390074879,8.93446882130167,9.83495966543364
"2018.807",9.56465978176507,9.1837009225697,9.94561864096045,8.98203348432296,10.1472860792072
"2018.826",9.38024935573677,8.9290419245254,9.83145678694813,8.69018713857167,10.0703115729019
"2018.845",9.26841163152925,8.75650671956935,9.78031654348915,8.48552062821314,10.0513026348454
"2018.864",9.28729020297014,8.72115847712879,9.85342192881149,8.42146644449889,10.1531139614414
"2018.884",9.34195221933505,8.72635200636718,9.95755243230293,8.400472938492,10.2834315001781
"2018.903",9.38509353655405,8.72371458891932,10.0464724841888,8.37360172276486,10.3965853503432
"2018.922",9.34664206705831,8.64245416501176,10.0508299691049,8.26967960728124,10.4236045268354
